Member_number,Date,itemDescription,Day,Season,Vacation
4633,26/04/2015,bottled water,Thu,Winter,Yes
4695,5/01/2015,soda,Fri,Winter,Yes
1706,14/08/2015,waffles,Sat,Winter,Yes
3872,23/11/2015,grapes,Sun,Winter,Yes
1444,14/10/2015,root vegetables,Mon,Winter,Yes
4753,8/11/2015,beef,Tue,Winter,Yes
4580,29/11/2015,whole milk,Wed,Winter,Yes
2516,3/04/2015,whole milk,Thu,Winter,Yes
2415,8/08/2015,turkey,Fri,Winter,Yes
3925,25/03/2015,root vegetables,Sat,Winter,Yes
4996,24/11/2015,bottled water,Sun,Winter,Yes
4569,27/07/2015,pip fruit,Mon,Winter,Yes
3509,11/04/2015,tropical fruit,Tue,Winter,Yes
2252,8/10/2015,curd,Wed,Winter,Yes
1634,9/02/2015,yogurt,Thu,Winter,Yes
4112,27/04/2015,popcorn,Fri,Winter,Yes
4042,8/08/2015,salty snack,Sat,Winter,Yes
4473,26/06/2015,cat food,Sun,Winter,Yes
3878,30/04/2015,butter,Mon,Winter,Yes
2266,30/09/2015,yogurt,Tue,Winter,Yes
3304,30/11/2015,other vegetables,Wed,Winter,Yes
3757,4/02/2015,mustard,Thu,Winter,Yes
3440,21/12/2015,pip fruit,Fri,Winter,Yes
4328,4/02/2015,salty snack,Sat,Winter,Yes
3737,6/12/2015,packaged fruit/vegetables,Sun,Winter,Yes
3948,15/06/2015,whole milk,Mon,Winter,Yes
3682,5/03/2015,frozen fish,Tue,Winter,Yes
2827,31/10/2015,domestic eggs,Wed,Winter,Yes
2650,5/10/2015,other vegetables,Thu,Winter,Yes
1360,16/12/2015,whole milk,Fri,Winter,Yes
3679,23/12/2015,curd,Sat,Winter,Yes
4137,7/03/2015,tea,Sun,Winter,Yes
4235,19/12/2015,soda,Mon,Winter,Yes
3193,31/01/2015,tropical fruit,Tue,Winter,Yes
1332,2/12/2015,bottled water,Wed,Winter,Yes
4821,28/11/2015,rolls/buns,Thu,Winter,Yes
1837,9/07/2015,pot plants,Fri,Winter,Yes
3665,23/09/2015,butter milk,Sat,Winter,Yes
2659,8/05/2015,domestic eggs,Sun,Winter,Yes
1322,9/01/2015,chewing gum,Mon,Winter,Yes
1599,29/05/2015,pot plants,Tue,Winter,Yes
2933,6/04/2015,herbs,Wed,Winter,Yes
3963,21/02/2015,liquor (appetizer),Thu,Winter,Yes
4178,3/06/2015,yogurt,Fri,Winter,Yes
1052,27/10/2015,yogurt,Sat,Winter,Yes
4693,18/08/2015,butter,Sun,Winter,Yes
1329,2/02/2015,detergent,Mon,Winter,Yes
3128,13/06/2015,rolls/buns,Tue,Winter,Yes
1175,30/06/2015,beef,Wed,Winter,Yes
2211,31/03/2015,dessert,Thu,Winter,Yes
2093,12/06/2015,pastry,Fri,Winter,Yes
4284,14/10/2015,red/blush wine,Sat,Winter,Yes
4449,30/03/2015,coffee,Sun,Winter,Yes
4269,1/04/2015,citrus fruit,Mon,Winter,Yes
1962,5/04/2015,tropical fruit,Tue,Winter,Yes
2250,4/10/2015,other vegetables,Wed,Winter,Yes
1743,13/11/2015,white bread,Thu,Winter,Yes
1583,28/07/2015,pastry,Fri,Winter,Yes
4295,26/10/2015,fruit/vegetable juice,Sat,Winter,Yes
1183,29/06/2015,butter,Sun,Winter,Yes
2729,21/03/2015,bottled water,Mon,Winter,Yes
4035,3/08/2015,frozen vegetables,Tue,Winter,Yes
1608,6/08/2015,shopping bags,Wed,Winter,Yes
1793,3/07/2015,newspapers,Thu,Winter,Yes
2210,9/07/2015,whole milk,Fri,Winter,Yes
1885,3/07/2015,butter milk,Sat,Winter,Yes
1078,28/10/2015,white bread,Sun,Winter,Yes
1016,30/09/2015,oil,Mon,Winter,Yes
3077,29/05/2015,pastry,Tue,Winter,Yes
3551,1/05/2015,packaged fruit/vegetables,Wed,Winter,Yes
1158,17/10/2015,butter,Thu,Winter,Yes
2443,20/06/2015,soda,Fri,Winter,Yes
1395,15/01/2015,beverages,Sat,Winter,Yes
2454,10/11/2015,whole milk,Sun,Winter,Yes
3472,30/04/2015,whipped/sour cream,Mon,Winter,Yes
3547,28/11/2015,domestic eggs,Tue,Winter,Yes
1038,21/02/2015,butter,Wed,Winter,Yes
3915,11/09/2015,canned fruit,Thu,Winter,Yes
2719,19/04/2015,berries,Fri,Winter,Yes
2234,23/12/2015,waffles,Sat,Winter,Yes
1565,14/12/2015,tea,Sun,Winter,Yes
1328,24/03/2015,shopping bags,Mon,Winter,Yes
3398,18/01/2015,citrus fruit,Tue,Winter,Yes
3687,12/02/2015,herbs,Wed,Winter,Yes
1572,23/05/2015,other vegetables,Thu,Winter,Yes
3460,24/11/2015,frozen vegetables,Fri,Winter,Yes
2352,5/05/2015,pastry,Sat,Winter,Yes
4816,31/07/2015,other vegetables,Sun,Winter,Yes
1152,19/07/2015,domestic eggs,Mon,Winter,Yes
1120,11/06/2015,specialty bar,Tue,Winter,Yes
4258,18/07/2015,chocolate,Wed,Winter,Yes
4336,10/09/2015,soda,Thu,Winter,Yes
1395,25/08/2015,salty snack,Fri,Winter,Yes
3581,24/09/2015,baking powder,Sat,Winter,Yes
1762,1/07/2015,bottled beer,Sun,Winter,Yes
2659,8/12/2015,brown bread,Mon,Winter,Yes
4120,17/01/2015,roll products ,Tue,Winter,Yes
2420,8/03/2015,shopping bags,Wed,Winter,Yes
2816,30/09/2015,root vegetables,Thu,Winter,Yes
1711,26/02/2015,whole milk,Fri,Winter,Yes
2884,28/12/2015,dessert,Sat,Winter,Yes
4153,13/06/2015,fruit/vegetable juice,Sun,Winter,Yes
2184,11/05/2015,curd,Mon,Winter,Yes
4381,30/09/2015,other vegetables,Tue,Winter,Yes
2920,27/03/2015,packaged fruit/vegetables,Wed,Winter,Yes
3967,21/01/2015,root vegetables,Thu,Winter,Yes
3135,13/03/2015,specialty bar,Fri,Winter,Yes
3459,5/08/2015,sugar,Sat,Winter,Yes
2868,9/01/2015,semi-finished bread,Sun,Winter,Yes
2989,6/01/2015,pip fruit,Mon,Winter,Yes
1440,6/09/2015,shopping bags,Tue,Winter,Yes
2796,19/05/2015,dessert,Wed,Winter,Yes
1074,16/10/2015,flower (seeds),Thu,Winter,Yes
2565,28/09/2015,frozen dessert,Fri,Winter,Yes
1197,16/01/2015,chocolate,Sat,Winter,Yes
1971,16/08/2015,fruit/vegetable juice,Sun,Winter,Yes
3327,26/03/2015,bottled water,Mon,Winter,Yes
1168,6/03/2015,frozen vegetables,Tue,Winter,Yes
2814,18/09/2015,specialty bar,Wed,Winter,Yes
3298,26/05/2015,whole milk,Thu,Winter,Yes
3728,12/11/2015,frozen potato products,Fri,Winter,Yes
2116,29/08/2015,yogurt,Sat,Winter,Yes
1139,19/01/2015,misc. beverages,Sun,Winter,Yes
2463,26/12/2015,soda,Mon,Winter,Yes
2978,27/06/2015,hygiene articles,Tue,Winter,Yes
4525,7/10/2015,hygiene articles,Wed,Winter,Yes
1213,14/09/2015,bottled beer,Thu,Winter,Yes
4332,24/11/2015,processed cheese,Fri,Winter,Yes
1729,15/12/2015,pet care,Sat,Winter,Yes
1695,4/02/2015,rolls/buns,Sun,Winter,Yes
3503,29/11/2015,pip fruit,Mon,Winter,Yes
3686,6/01/2015,whole milk,Tue,Winter,Yes
4264,11/05/2015,popcorn,Wed,Winter,Yes
1545,28/02/2015,white wine,Thu,Winter,Yes
3195,8/07/2015,hygiene articles,Fri,Winter,Yes
1409,17/02/2015,whole milk,Sat,Winter,Yes
2800,21/06/2015,brown bread,Sun,Winter,Yes
4453,27/07/2015,soda,Mon,Winter,Yes
4820,18/01/2015,chocolate,Tue,Winter,Yes
3716,8/10/2015,cake bar,Wed,Winter,Yes
3270,15/05/2015,bottled water,Thu,Winter,Yes
3410,16/01/2015,spread cheese,Fri,Winter,Yes
3651,16/10/2015,newspapers,Sat,Winter,Yes
2049,6/01/2015,grapes,Sun,Winter,Yes
3507,27/08/2015,frozen meals,Mon,Winter,Yes
3184,20/11/2015,fruit/vegetable juice,Tue,Winter,Yes
2648,29/01/2015,root vegetables,Wed,Winter,Yes
1566,24/02/2015,soda,Thu,Winter,Yes
4105,5/02/2015,whipped/sour cream,Fri,Winter,Yes
3537,25/01/2015,yogurt,Sat,Winter,Yes
2300,5/08/2015,long life bakery product,Sun,Winter,Yes
3794,4/01/2015,other vegetables,Mon,Winter,Yes
3756,11/07/2015,packaged fruit/vegetables,Tue,Winter,Yes
4197,6/02/2015,house keeping products,Wed,Winter,Yes
4661,10/05/2015,salty snack,Thu,Winter,Yes
3738,30/12/2015,flour,Fri,Winter,Yes
4567,2/10/2015,root vegetables,Sat,Winter,Yes
2831,6/01/2015,frozen dessert,Sun,Winter,Yes
4841,9/06/2015,fruit/vegetable juice,Mon,Winter,Yes
1776,15/04/2015,canned beer,Tue,Winter,Yes
1364,31/07/2015,whipped/sour cream,Wed,Winter,Yes
1926,16/10/2015,whole milk,Thu,Winter,Yes
3496,22/09/2015,soda,Fri,Winter,Yes
1498,28/10/2015,whole milk,Sat,Winter,Yes
4436,23/12/2015,hygiene articles,Sun,Winter,Yes
4098,6/02/2015,whole milk,Mon,Winter,Yes
4707,11/02/2015,root vegetables,Tue,Winter,Yes
4358,11/06/2015,chewing gum,Wed,Winter,Yes
3290,29/05/2015,soda,Thu,Winter,Yes
1940,4/06/2015,rolls/buns,Fri,Winter,Yes
3363,18/08/2015,other vegetables,Sat,Winter,Yes
1782,1/08/2015,napkins,Sun,Winter,Yes
2756,23/11/2015,curd,Mon,Winter,Yes
4379,1/10/2015,sugar,Tue,Winter,Yes
4686,8/10/2015,other vegetables,Wed,Winter,Yes
1230,6/04/2015,other vegetables,Thu,Winter,Yes
2918,19/07/2015,bathroom cleaner,Fri,Winter,Yes
4604,9/12/2015,margarine,Sat,Winter,Yes
4489,19/11/2015,curd,Sun,Winter,Yes
4408,20/04/2015,butter,Mon,Winter,Yes
1846,28/05/2015,bottled beer,Tue,Winter,Yes
1658,15/06/2015,butter,Wed,Winter,Yes
3046,9/01/2015,whole milk,Thu,Winter,Yes
4528,13/10/2015,yogurt,Fri,Winter,Yes
1132,22/09/2015,whole milk,Sat,Winter,Yes
2386,5/12/2015,sugar,Sun,Winter,Yes
4741,8/09/2015,finished products,Mon,Winter,Yes
3971,19/10/2015,rolls/buns,Tue,Winter,Yes
3029,14/02/2015,shopping bags,Wed,Winter,Yes
2758,6/02/2015,curd,Thu,Winter,Yes
3969,5/03/2015,rolls/buns,Fri,Winter,Yes
2829,29/10/2015,candles,Sat,Winter,Yes
4573,23/12/2015,rolls/buns,Sun,Winter,Yes
4726,8/07/2015,chicken,Mon,Winter,Yes
3929,6/11/2015,spread cheese,Tue,Winter,Yes
1286,10/07/2015,coffee,Wed,Winter,Yes
1648,1/05/2015,pastry,Thu,Winter,Yes
1544,25/02/2015,salty snack,Fri,Winter,Yes
2925,16/03/2015,yogurt,Sat,Winter,Yes
1276,23/11/2015,hard cheese,Sun,Winter,Yes
1908,26/07/2015,butter,Mon,Winter,Yes
2519,30/05/2015,whipped/sour cream,Tue,Winter,Yes
3096,7/07/2015,soups,Wed,Winter,Yes
1001,2/05/2015,curd,Thu,Winter,Yes
4699,29/03/2015,curd,Fri,Winter,Yes
1417,18/09/2015,salty snack,Sat,Winter,Yes
4034,29/08/2015,whole milk,Sun,Winter,Yes
4711,19/06/2015,whole milk,Mon,Winter,Yes
3584,17/12/2015,whole milk,Tue,Winter,Yes
2981,3/12/2015,whole milk,Wed,Winter,Yes
1820,21/03/2015,brown bread,Thu,Winter,Yes
3793,15/04/2015,whole milk,Fri,Winter,Yes
1965,4/08/2015,other vegetables,Sat,Winter,Yes
4903,1/05/2015,fruit/vegetable juice,Sun,Winter,Yes
1845,11/02/2015,margarine,Mon,Winter,Yes
2384,2/01/2015,tropical fruit,Tue,Winter,Yes
2584,25/04/2015,soap,Wed,Winter,Yes
1193,12/11/2015,root vegetables,Thu,Winter,Yes
4267,6/09/2015,whole milk,Fri,Winter,Yes
2707,5/05/2015,whole milk,Sat,Winter,Yes
3214,8/05/2015,yogurt,Sun,Winter,Yes
1171,15/01/2015,beverages,Mon,Winter,Yes
1950,11/11/2015,whole milk,Tue,Winter,Yes
4737,19/09/2015,root vegetables,Wed,Winter,Yes
3589,4/11/2015,yogurt,Thu,Winter,Yes
2246,29/08/2015,berries,Fri,Winter,Yes
2128,10/08/2015,soda,Sat,Winter,Yes
3866,21/04/2015,bottled water,Sun,Winter,Yes
1882,9/07/2015,root vegetables,Mon,Winter,Yes
2574,25/08/2015,seasonal products,Tue,Winter,Yes
2011,22/12/2015,other vegetables,Wed,Winter,Yes
4223,20/07/2015,other vegetables,Thu,Winter,Yes
2068,7/04/2015,rolls/buns,Fri,Winter,Yes
3035,9/05/2015,candles,Sat,Winter,Yes
2597,8/05/2015,napkins,Sun,Winter,Yes
1306,8/01/2015,frozen vegetables,Mon,Winter,Yes
1789,24/04/2015,male cosmetics,Tue,Winter,Yes
1003,10/02/2015,rolls/buns,Wed,Winter,Yes
3378,13/01/2015,canned beer,Thu,Winter,Yes
4460,1/05/2015,sliced cheese,Fri,Winter,Yes
1961,21/06/2015,dish cleaner,Sat,Winter,Yes
4576,18/06/2015,grapes,Sun,Winter,Yes
3061,10/02/2015,berries,Mon,Winter,Yes
1016,19/07/2015,red/blush wine,Tue,Winter,Yes
3528,19/05/2015,rolls/buns,Wed,Winter,Yes
4566,10/03/2015,butter,Thu,Winter,Yes
1979,20/11/2015,frozen meals,Fri,Winter,Yes
3662,3/12/2015,whole milk,Sat,Winter,Yes
2700,13/05/2015,yogurt,Sun,Winter,Yes
2432,12/12/2015,condensed milk,Mon,Winter,Yes
2693,17/08/2015,yogurt,Tue,Winter,Yes
1456,20/11/2015,domestic eggs,Wed,Winter,Yes
4081,20/10/2015,rolls/buns,Thu,Winter,Yes
4588,30/06/2015,bottled beer,Fri,Winter,Yes
1892,8/03/2015,specialty bar,Sat,Winter,Yes
1922,7/02/2015,pip fruit,Sun,Winter,Yes
1440,6/12/2015,tropical fruit,Mon,Winter,Yes
1420,19/06/2015,hygiene articles,Tue,Winter,Yes
2273,21/10/2015,other vegetables,Wed,Winter,Yes
4910,25/11/2015,pastry,Thu,Winter,Yes
4593,4/08/2015,rolls/buns,Fri,Winter,Yes
1380,21/11/2015,soda,Sat,Winter,Yes
4035,26/07/2015,frozen dessert,Sun,Winter,Yes
3063,28/12/2015,root vegetables,Mon,Winter,Yes
2558,12/08/2015,rolls/buns,Tue,Winter,Yes
1744,27/06/2015,soda,Wed,Winter,Yes
3162,6/06/2015,bottled water,Thu,Winter,Yes
3216,12/02/2015,newspapers,Fri,Winter,Yes
4783,27/01/2015,yogurt,Sat,Winter,Yes
2592,25/09/2015,bottled beer,Sun,Winter,Yes
3141,19/07/2015,rolls/buns,Mon,Winter,Yes
2315,20/12/2015,other vegetables,Tue,Winter,Yes
3318,12/01/2015,cat food,Wed,Winter,Yes
4594,2/05/2015,meat spreads,Thu,Winter,Yes
2428,14/08/2015,white wine,Fri,Winter,Yes
4613,17/05/2015,fruit/vegetable juice,Sat,Winter,Yes
1676,11/10/2015,fruit/vegetable juice,Sun,Winter,Yes
1259,21/11/2015,sliced cheese,Mon,Winter,Yes
3930,12/07/2015,yogurt,Tue,Winter,Yes
3995,26/06/2015,pip fruit,Wed,Winter,Yes
1038,14/12/2015,butter,Thu,Winter,Yes
4794,6/09/2015,soda,Fri,Winter,Yes
3960,21/09/2015,whole milk,Sat,Winter,Yes
3077,5/01/2015,vinegar,Sun,Winter,Yes
1161,14/03/2015,whole milk,Mon,Winter,Yes
1800,16/04/2015,brown bread,Tue,Winter,Yes
1717,9/11/2015,other vegetables,Wed,Winter,Yes
1888,6/06/2015,sliced cheese,Thu,Winter,Yes
2138,4/03/2015,root vegetables,Fri,Winter,Yes
1866,13/02/2015,bottled water,Sat,Winter,Yes
4745,29/09/2015,canned fish,Sun,Winter,Yes
1269,12/09/2015,whole milk,Mon,Winter,Yes
4721,15/06/2015,rum,Tue,Winter,Yes
2885,22/03/2015,nut snack,Wed,Winter,Yes
1435,24/04/2015,hard cheese,Thu,Winter,Yes
1887,3/02/2015,citrus fruit,Fri,Winter,Yes
4776,26/03/2015,pip fruit,Sat,Winter,Yes
4313,16/05/2015,seasonal products,Sun,Winter,Yes
3545,28/08/2015,berries,Mon,Winter,Yes
2307,12/03/2015,root vegetables,Tue,Winter,Yes
1215,18/01/2015,semi-finished bread,Wed,Winter,Yes
1428,18/01/2015,whole milk,Thu,Winter,Yes
4297,27/10/2015,butter milk,Fri,Winter,Yes
1812,14/10/2015,yogurt,Sat,Winter,Yes
2217,2/12/2015,domestic eggs,Sun,Winter,Yes
2378,15/04/2015,pastry,Mon,Winter,Yes
2397,23/06/2015,newspapers,Tue,Winter,Yes
3419,20/08/2015,soap,Wed,Winter,Yes
4131,29/03/2015,female sanitary products,Thu,Winter,Yes
2220,4/08/2015,bottled beer,Fri,Winter,Yes
3870,21/03/2015,processed cheese,Sat,Winter,Yes
1483,14/06/2015,specialty cheese,Sun,Winter,Yes
3449,29/11/2015,rolls/buns,Mon,Winter,Yes
1959,13/12/2015,yogurt,Tue,Winter,Yes
4825,17/01/2015,butter,Wed,Winter,Yes
3289,2/05/2015,beef,Thu,Winter,Yes
1256,29/08/2015,butter,Fri,Winter,Yes
3369,23/03/2015,UHT-milk,Sat,Winter,Yes
2191,25/10/2015,butter milk,Sun,Winter,Yes
4645,6/12/2015,bottled beer,Mon,Winter,Yes
3818,8/08/2015,margarine,Tue,Winter,Yes
3857,4/11/2015,light bulbs,Wed,Winter,Yes
3651,31/07/2015,shopping bags,Thu,Winter,Yes
3689,29/07/2015,onions,Fri,Winter,Yes
2361,3/10/2015,other vegetables,Sat,Winter,Yes
2513,15/12/2015,yogurt,Sun,Winter,Yes
2110,29/07/2015,frozen meals,Mon,Winter,Yes
4895,21/07/2015,pastry,Tue,Winter,Yes
2756,31/07/2015,misc. beverages,Wed,Winter,Yes
1960,9/01/2015,yogurt,Thu,Winter,Yes
3924,29/10/2015,semi-finished bread,Fri,Winter,Yes
3020,27/08/2015,white wine,Sat,Winter,Yes
4531,10/08/2015,herbs,Sun,Winter,Yes
4901,14/02/2015,fruit/vegetable juice,Mon,Winter,Yes
3787,24/09/2015,yogurt,Tue,Winter,Yes
3688,24/09/2015,rolls/buns,Wed,Winter,Yes
4717,10/04/2015,brown bread,Thu,Winter,Yes
2210,25/09/2015,domestic eggs,Fri,Winter,Yes
4152,29/05/2015,pasta,Sat,Winter,Yes
4507,18/06/2015,candy,Sun,Winter,Yes
1118,13/05/2015,pickled vegetables,Mon,Winter,Yes
4953,7/05/2015,coffee,Tue,Winter,Yes
4417,21/01/2015,frozen meals,Wed,Winter,Yes
2358,15/12/2015,hard cheese,Thu,Winter,Yes
3122,5/02/2015,white bread,Fri,Winter,Yes
3920,10/05/2015,napkins,Sat,Winter,Yes
4592,8/12/2015,canned fish,Sun,Winter,Yes
1326,9/11/2015,yogurt,Mon,Winter,Yes
3729,29/11/2015,brown bread,Tue,Winter,Yes
2627,31/10/2015,yogurt,Wed,Winter,Yes
3393,7/11/2015,whole milk,Thu,Winter,Yes
4302,3/08/2015,yogurt,Fri,Winter,Yes
1734,15/02/2015,baking powder,Sat,Winter,Yes
3635,26/02/2015,bottled beer,Sun,Winter,Yes
3232,18/12/2015,white wine,Mon,Winter,Yes
2805,18/04/2015,bottled water,Tue,Winter,Yes
2214,19/01/2015,root vegetables,Wed,Winter,Yes
4725,2/12/2015,white bread,Thu,Winter,Yes
4975,2/11/2015,beverages,Fri,Winter,Yes
3393,23/02/2015,coffee,Sat,Winter,Yes
4456,8/08/2015,cream cheese ,Sun,Winter,Yes
4744,29/08/2015,fruit/vegetable juice,Mon,Winter,Yes
1264,30/07/2015,tropical fruit,Tue,Winter,Yes
3104,18/05/2015,spices,Wed,Winter,Yes
4966,25/01/2015,curd,Thu,Winter,Yes
4183,15/01/2015,domestic eggs,Fri,Winter,Yes
3786,10/02/2015,UHT-milk,Sat,Winter,Yes
3299,28/02/2015,cream cheese ,Sun,Winter,Yes
1656,7/07/2015,white bread,Mon,Winter,Yes
4753,5/03/2015,seasonal products,Tue,Winter,Yes
2857,18/04/2015,liquor (appetizer),Wed,Winter,Yes
3692,18/10/2015,packaged fruit/vegetables,Thu,Winter,Yes
2613,23/08/2015,domestic eggs,Fri,Winter,Yes
3509,8/07/2015,hygiene articles,Sat,Winter,Yes
3048,6/10/2015,coffee,Sun,Winter,Yes
1160,21/08/2015,coffee,Mon,Winter,Yes
2629,26/04/2015,long life bakery product,Tue,Winter,Yes
1444,6/06/2015,pickled vegetables,Wed,Winter,Yes
2578,1/12/2015,curd,Thu,Winter,Yes
4184,28/06/2015,semi-finished bread,Fri,Winter,Yes
3201,27/11/2015,whole milk,Sat,Winter,Yes
3311,2/05/2015,frozen vegetables,Sun,Winter,Yes
4294,8/01/2015,cling film/bags,Mon,Winter,Yes
2283,18/01/2015,shopping bags,Tue,Winter,Yes
3325,7/11/2015,newspapers,Wed,Winter,Yes
3621,2/11/2015,butter,Thu,Winter,Yes
1968,3/10/2015,citrus fruit,Fri,Winter,Yes
3717,1/04/2015,rolls/buns,Sat,Winter,Yes
4704,18/08/2015,candy,Sun,Winter,Yes
3904,11/05/2015,berries,Mon,Winter,Yes
2336,7/10/2015,frozen meals,Tue,Winter,Yes
3546,22/11/2015,rolls/buns,Wed,Winter,Yes
3797,23/08/2015,other vegetables,Thu,Winter,Yes
4607,15/12/2015,sliced cheese,Fri,Winter,Yes
4522,18/05/2015,candles,Sat,Winter,Yes
4695,13/10/2015,whole milk,Sun,Winter,Yes
4919,30/03/2015,pastry,Mon,Winter,Yes
3289,15/03/2015,rolls/buns,Tue,Winter,Yes
1200,26/09/2015,rolls/buns,Wed,Winter,Yes
3789,6/09/2015,root vegetables,Thu,Winter,Yes
1289,8/11/2015,brown bread,Fri,Winter,Yes
2415,29/04/2015,softener,Sat,Winter,Yes
1943,30/09/2015,whole milk,Sun,Winter,Yes
3685,26/08/2015,curd,Mon,Winter,Yes
3447,27/11/2015,mustard,Tue,Winter,Yes
2164,8/10/2015,other vegetables,Wed,Winter,Yes
4107,5/02/2015,domestic eggs,Thu,Winter,Yes
2744,19/05/2015,fruit/vegetable juice,Fri,Winter,Yes
1051,12/08/2015,rolls/buns,Sat,Winter,Yes
2087,9/04/2015,brown bread,Sun,Winter,Yes
1020,13/10/2015,rolls/buns,Mon,Winter,Yes
4546,9/04/2015,pip fruit,Tue,Winter,Yes
1182,29/11/2015,pip fruit,Wed,Winter,Yes
2727,15/12/2015,whipped/sour cream,Thu,Winter,Yes
4314,29/04/2015,bottled beer,Fri,Winter,Yes
2745,19/02/2015,oil,Sat,Winter,Yes
3147,20/02/2015,Instant food products,Sun,Winter,Yes
2677,7/12/2015,UHT-milk,Mon,Winter,Yes
2321,8/04/2015,whole milk,Tue,Winter,Yes
4708,2/10/2015,brown bread,Wed,Winter,Yes
3225,12/12/2015,other vegetables,Thu,Winter,Yes
3401,28/09/2015,root vegetables,Fri,Winter,Yes
3735,27/04/2015,pet care,Sat,Winter,Yes
2486,25/11/2015,yogurt,Sun,Winter,Yes
4790,15/08/2015,newspapers,Mon,Winter,Yes
1730,19/09/2015,rolls/buns,Tue,Winter,Yes
4724,12/02/2015,whole milk,Wed,Winter,Yes
4951,9/01/2015,whole milk,Thu,Winter,Yes
1341,30/10/2015,berries,Fri,Winter,Yes
4519,2/09/2015,frozen vegetables,Sat,Winter,Yes
2914,1/04/2015,rolls/buns,Sun,Winter,Yes
3916,4/10/2015,citrus fruit,Mon,Winter,Yes
4145,11/04/2015,rolls/buns,Tue,Winter,Yes
3657,27/01/2015,domestic eggs,Wed,Winter,Yes
2546,7/05/2015,mustard,Thu,Winter,Yes
2738,3/02/2015,root vegetables,Fri,Winter,Yes
1491,30/12/2015,pork,Sat,Winter,Yes
3268,18/04/2015,margarine,Sun,Winter,Yes
1820,7/04/2015,ham,Mon,Winter,Yes
1923,6/12/2015,other vegetables,Tue,Winter,Yes
2968,17/10/2015,shopping bags,Wed,Winter,Yes
4970,8/08/2015,pastry,Thu,Winter,Yes
4827,3/10/2015,rolls/buns,Fri,Winter,Yes
3474,7/04/2015,dishes,Sat,Winter,Yes
4417,19/03/2015,fruit/vegetable juice,Sun,Winter,Yes
3061,5/11/2015,domestic eggs,Mon,Winter,Yes
4364,25/05/2015,butter,Tue,Winter,Yes
2887,17/01/2015,whole milk,Wed,Winter,Yes
1292,24/10/2015,pork,Thu,Winter,Yes
1693,27/12/2015,pastry,Fri,Winter,Yes
2267,7/01/2015,long life bakery product,Sat,Winter,Yes
2663,10/09/2015,pastry,Sun,Winter,Yes
1551,11/06/2015,yogurt,Mon,Winter,Yes
3421,12/05/2015,yogurt,Tue,Winter,Yes
2785,12/07/2015,whole milk,Wed,Winter,Yes
4326,2/05/2015,sweet spreads,Thu,Winter,Yes
2871,20/12/2015,root vegetables,Fri,Winter,Yes
4969,26/05/2015,bottled water,Sat,Winter,Yes
3463,24/09/2015,yogurt,Sun,Winter,Yes
1504,30/11/2015,whole milk,Mon,Winter,Yes
2528,19/10/2015,margarine,Tue,Winter,Yes
1959,15/05/2015,semi-finished bread,Wed,Winter,Yes
2479,13/01/2015,newspapers,Thu,Winter,Yes
4809,13/04/2015,curd,Fri,Winter,Yes
4047,6/03/2015,beverages,Sat,Winter,Yes
2781,11/01/2015,yogurt,Sun,Winter,Yes
1837,3/01/2015,root vegetables,Mon,Winter,Yes
3288,26/04/2015,whole milk,Tue,Winter,Yes
1152,20/04/2015,frozen meals,Wed,Winter,Yes
1641,23/06/2015,whipped/sour cream,Thu,Winter,Yes
2685,19/07/2015,other vegetables,Fri,Winter,Yes
3599,8/01/2015,citrus fruit,Sat,Winter,Yes
2114,6/11/2015,whole milk,Sun,Winter,Yes
2019,8/09/2015,other vegetables,Mon,Winter,Yes
4019,19/03/2015,grapes,Tue,Winter,Yes
3663,28/06/2015,white bread,Wed,Winter,Yes
3170,3/12/2015,yogurt,Thu,Winter,Yes
3537,24/09/2015,curd,Fri,Winter,Yes
3918,22/06/2015,beef,Sat,Winter,Yes
3507,22/07/2015,pastry,Sun,Winter,Yes
4453,22/05/2015,brown bread,Mon,Winter,Yes
2769,31/07/2015,rolls/buns,Tue,Winter,Yes
4151,2/11/2015,whole milk,Wed,Winter,Yes
2291,10/04/2015,canned fish,Thu,Winter,Yes
1677,21/02/2015,specialty chocolate,Fri,Winter,Yes
1499,6/03/2015,frozen vegetables,Sat,Winter,Yes
2274,5/01/2015,rolls/buns,Sun,Winter,Yes
2186,2/04/2015,canned beer,Mon,Winter,Yes
4437,7/08/2015,chewing gum,Tue,Winter,Yes
4856,3/01/2015,specialty bar,Wed,Winter,Yes
3413,23/09/2015,chocolate,Thu,Winter,Yes
4741,25/09/2015,whole milk,Fri,Winter,Yes
4406,27/05/2015,chewing gum,Sat,Winter,Yes
2601,30/04/2015,specialty chocolate,Sun,Winter,Yes
4845,12/10/2015,berries,Mon,Winter,Yes
3695,9/07/2015,sliced cheese,Tue,Winter,Yes
2202,28/02/2015,curd,Wed,Winter,Yes
1027,25/02/2015,red/blush wine,Thu,Winter,Yes
1744,28/09/2015,bottled beer,Fri,Winter,Yes
4864,4/12/2015,pip fruit,Sat,Winter,Yes
3730,27/07/2015,other vegetables,Sun,Winter,Yes
2127,1/01/2015,pickled vegetables,Mon,Winter,Yes
2672,26/11/2015,pastry,Tue,Winter,Yes
1930,2/02/2015,specialty bar,Wed,Winter,Yes
3623,7/05/2015,liquor,Thu,Winter,Yes
4082,1/05/2015,root vegetables,Fri,Winter,Yes
4387,26/07/2015,brown bread,Sat,Winter,Yes
